age,relationship,education,race,sex,hours-per-week,income,income
"(55, 60]", Husband, Some-college, White, Male,"(40, 50]", <=50K,22
"(55, 60]", Husband, Some-college, White, Male,"(50, 60]", >50K,10
"(55, 60]", Husband, Some-college, White, Male,"(50, 60]", <=50K,9
"(55, 60]", Husband, Some-college, White, Male,"(60, 70]", <=50K,1
"(55, 60]", Husband, Some-college, White, Male,"(60, 70]", >50K,1
"(55, 60]", Husband, Some-college, White, Male,"(70, 80]", <=50K,1
"(55, 60]", Not-in-family, 10th, Black, Female,"(20, 30]", <=50K,1
"(55, 60]", Not-in-family, 10th, Black, Female,"(30, 40]", <=50K,2
"(55, 60]", Not-in-family, 10th, Black, Male,"(40, 50]", <=50K,1
"(55, 60]", Not-in-family, 10th, White, Female,"(30, 40]", <=50K,4
"(55, 60]", Not-in-family, 10th, White, Male,"(30, 40]", <=50K,2
"(55, 60]", Not-in-family, 10th, White, Male,"(40, 50]", <=50K,2
"(55, 60]", Not-in-family, 10th, White, Male,"(50, 60]", <=50K,2
"(55, 60]", Not-in-family, 11th, Black, Female,"(30, 40]", <=50K,2
"(55, 60]", Not-in-family, 11th, Black, Female,"(30, 40]", >50K,1
"(55, 60]", Not-in-family, 11th, White, Female,"(30, 40]", <=50K,5
"(55, 60]", Not-in-family, 11th, White, Male,"(30, 40]", <=50K,3
"(55, 60]", Not-in-family, 11th, White, Male,"(40, 50]", <=50K,1
"(55, 60]", Not-in-family, 12th, White, Female,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, 12th, White, Female,"(50, 60]", <=50K,1
"(55, 60]", Not-in-family, 12th, White, Male,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, 1st-4th, Amer-Indian-Eskimo, Male,"(60, 70]", <=50K,1
"(55, 60]", Not-in-family, 1st-4th, Black, Female,"(20, 30]", <=50K,1
"(55, 60]", Not-in-family, 1st-4th, Black, Male,"(40, 50]", <=50K,1
"(55, 60]", Not-in-family, 5th-6th, Black, Male,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, 5th-6th, White, Female,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, 5th-6th, White, Male,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, 7th-8th, Other, Female,"(20, 30]", <=50K,1
"(55, 60]", Not-in-family, 7th-8th, White, Female,"(0, 10]", <=50K,1
"(55, 60]", Not-in-family, 7th-8th, White, Female,"(30, 40]", <=50K,3
"(55, 60]", Not-in-family, 7th-8th, White, Male,"(10, 20]", <=50K,1
"(55, 60]", Not-in-family, 7th-8th, White, Male,"(30, 40]", <=50K,6
"(55, 60]", Not-in-family, 7th-8th, White, Male,"(40, 50]", >50K,1
"(55, 60]", Not-in-family, 9th, Black, Male,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, 9th, Black, Male,"(40, 50]", <=50K,1
"(55, 60]", Not-in-family, 9th, White, Female,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, 9th, White, Female,"(30, 40]", >50K,1
"(55, 60]", Not-in-family, 9th, White, Male,"(30, 40]", <=50K,3
"(55, 60]", Not-in-family, Assoc-acdm, Black, Female,"(30, 40]", <=50K,3
"(55, 60]", Not-in-family, Assoc-acdm, White, Female,"(30, 40]", <=50K,4
"(55, 60]", Not-in-family, Assoc-acdm, White, Female,"(30, 40]", >50K,1
"(55, 60]", Not-in-family, Assoc-acdm, White, Female,"(40, 50]", <=50K,1
"(55, 60]", Not-in-family, Assoc-acdm, White, Male,"(30, 40]", <=50K,2
"(55, 60]", Not-in-family, Assoc-acdm, White, Male,"(70, 80]", <=50K,1
"(55, 60]", Not-in-family, Assoc-voc, Asian-Pac-Islander, Male,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, Assoc-voc, Black, Female,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, Assoc-voc, White, Female,"(20, 30]", <=50K,1
"(55, 60]", Not-in-family, Assoc-voc, White, Female,"(30, 40]", <=50K,4
"(55, 60]", Not-in-family, Assoc-voc, White, Female,"(50, 60]", <=50K,1
"(55, 60]", Not-in-family, Assoc-voc, White, Male,"(10, 20]", <=50K,1
"(55, 60]", Not-in-family, Assoc-voc, White, Male,"(30, 40]", <=50K,2
"(55, 60]", Not-in-family, Assoc-voc, White, Male,"(30, 40]", >50K,2
"(55, 60]", Not-in-family, Assoc-voc, White, Male,"(40, 50]", >50K,1
"(55, 60]", Not-in-family, Assoc-voc, White, Male,"(50, 60]", <=50K,1
"(55, 60]", Not-in-family, Bachelors, Black, Male,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, Bachelors, Black, Male,"(60, 70]", <=50K,1
"(55, 60]", Not-in-family, Bachelors, White, Female,"(10, 20]", <=50K,1
"(55, 60]", Not-in-family, Bachelors, White, Female,"(20, 30]", <=50K,1
"(55, 60]", Not-in-family, Bachelors, White, Female,"(30, 40]", <=50K,10
"(55, 60]", Not-in-family, Bachelors, White, Female,"(30, 40]", >50K,2
"(55, 60]", Not-in-family, Bachelors, White, Female,"(40, 50]", >50K,4
"(55, 60]", Not-in-family, Bachelors, White, Female,"(40, 50]", <=50K,3
"(55, 60]", Not-in-family, Bachelors, White, Female,"(50, 60]", <=50K,2
"(55, 60]", Not-in-family, Bachelors, White, Female,"(50, 60]", >50K,1
"(55, 60]", Not-in-family, Bachelors, White, Male,"(10, 20]", <=50K,1
"(55, 60]", Not-in-family, Bachelors, White, Male,"(30, 40]", <=50K,8
"(55, 60]", Not-in-family, Bachelors, White, Male,"(30, 40]", >50K,1
"(55, 60]", Not-in-family, Bachelors, White, Male,"(40, 50]", <=50K,4
"(55, 60]", Not-in-family, Bachelors, White, Male,"(40, 50]", >50K,2
"(55, 60]", Not-in-family, Bachelors, White, Male,"(50, 60]", >50K,1
"(55, 60]", Not-in-family, Bachelors, White, Male,"(70, 80]", <=50K,1
"(55, 60]", Not-in-family, Bachelors, White, Male,"(90, 100]", <=50K,1
"(55, 60]", Not-in-family, Doctorate, White, Female,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, Doctorate, White, Female,"(40, 50]", >50K,1
"(55, 60]", Not-in-family, Doctorate, White, Female,"(60, 70]", >50K,1
"(55, 60]", Not-in-family, Doctorate, White, Male,"(0, 10]", <=50K,1
"(55, 60]", Not-in-family, Doctorate, White, Male,"(40, 50]", <=50K,1
"(55, 60]", Not-in-family, Doctorate, White, Male,"(50, 60]", >50K,1
"(55, 60]", Not-in-family, HS-grad, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, HS-grad, Black, Female,"(20, 30]", <=50K,1
"(55, 60]", Not-in-family, HS-grad, Black, Female,"(30, 40]", <=50K,5
"(55, 60]", Not-in-family, HS-grad, Black, Male,"(30, 40]", <=50K,2
"(55, 60]", Not-in-family, HS-grad, Black, Male,"(40, 50]", <=50K,2
"(55, 60]", Not-in-family, HS-grad, Black, Male,"(40, 50]", >50K,1
"(55, 60]", Not-in-family, HS-grad, Black, Male,"(50, 60]", <=50K,2
"(55, 60]", Not-in-family, HS-grad, White, Female,"(0, 10]", <=50K,1
"(55, 60]", Not-in-family, HS-grad, White, Female,"(10, 20]", <=50K,5
"(55, 60]", Not-in-family, HS-grad, White, Female,"(20, 30]", <=50K,4
"(55, 60]", Not-in-family, HS-grad, White, Female,"(30, 40]", <=50K,47
"(55, 60]", Not-in-family, HS-grad, White, Female,"(30, 40]", >50K,4
"(55, 60]", Not-in-family, HS-grad, White, Female,"(40, 50]", <=50K,7
"(55, 60]", Not-in-family, HS-grad, White, Female,"(50, 60]", <=50K,1
"(55, 60]", Not-in-family, HS-grad, White, Male,"(20, 30]", <=50K,2
"(55, 60]", Not-in-family, HS-grad, White, Male,"(30, 40]", <=50K,19
"(55, 60]", Not-in-family, HS-grad, White, Male,"(30, 40]", >50K,3
"(55, 60]", Not-in-family, HS-grad, White, Male,"(40, 50]", <=50K,7
"(55, 60]", Not-in-family, HS-grad, White, Male,"(40, 50]", >50K,2
"(55, 60]", Not-in-family, HS-grad, White, Male,"(50, 60]", <=50K,2
"(55, 60]", Not-in-family, HS-grad, White, Male,"(50, 60]", >50K,2
"(55, 60]", Not-in-family, HS-grad, White, Male,"(60, 70]", <=50K,2
"(55, 60]", Not-in-family, HS-grad, White, Male,"(70, 80]", <=50K,1
"(55, 60]", Not-in-family, Masters, White, Female,"(10, 20]", <=50K,1
"(55, 60]", Not-in-family, Masters, White, Female,"(20, 30]", <=50K,2
"(55, 60]", Not-in-family, Masters, White, Female,"(20, 30]", >50K,1
"(55, 60]", Not-in-family, Masters, White, Female,"(30, 40]", <=50K,7
"(55, 60]", Not-in-family, Masters, White, Female,"(30, 40]", >50K,1
"(55, 60]", Not-in-family, Masters, White, Female,"(40, 50]", <=50K,2
"(55, 60]", Not-in-family, Masters, White, Female,"(40, 50]", >50K,1
"(55, 60]", Not-in-family, Masters, White, Male,"(10, 20]", <=50K,4
"(55, 60]", Not-in-family, Masters, White, Male,"(20, 30]", <=50K,1
"(55, 60]", Not-in-family, Masters, White, Male,"(30, 40]", <=50K,3
"(55, 60]", Not-in-family, Masters, White, Male,"(30, 40]", >50K,2
"(55, 60]", Not-in-family, Masters, White, Male,"(40, 50]", <=50K,3
"(55, 60]", Not-in-family, Masters, White, Male,"(40, 50]", >50K,1
"(55, 60]", Not-in-family, Masters, White, Male,"(50, 60]", <=50K,1
"(55, 60]", Not-in-family, Masters, White, Male,"(50, 60]", >50K,1
"(55, 60]", Not-in-family, Masters, White, Male,"(60, 70]", <=50K,1
"(55, 60]", Not-in-family, Masters, White, Male,"(70, 80]", <=50K,1
"(55, 60]", Not-in-family, Prof-school, Black, Male,"(50, 60]", >50K,1
"(55, 60]", Not-in-family, Prof-school, White, Female,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, Prof-school, White, Female,"(40, 50]", >50K,1
"(55, 60]", Not-in-family, Prof-school, White, Male,"(30, 40]", >50K,1
"(55, 60]", Not-in-family, Prof-school, White, Male,"(40, 50]", <=50K,1
"(55, 60]", Not-in-family, Some-college, Amer-Indian-Eskimo, Female,"(20, 30]", <=50K,1
"(55, 60]", Not-in-family, Some-college, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, Some-college, Black, Female,"(30, 40]", <=50K,5
"(55, 60]", Not-in-family, Some-college, Black, Female,"(50, 60]", >50K,1
"(55, 60]", Not-in-family, Some-college, Black, Male,"(30, 40]", <=50K,1
"(55, 60]", Not-in-family, Some-college, Black, Male,"(40, 50]", <=50K,2
"(55, 60]", Not-in-family, Some-college, White, Female,"(10, 20]", <=50K,3
"(55, 60]", Not-in-family, Some-college, White, Female,"(10, 20]", >50K,2
"(55, 60]", Not-in-family, Some-college, White, Female,"(30, 40]", <=50K,17
"(55, 60]", Not-in-family, Some-college, White, Female,"(40, 50]", <=50K,4
"(55, 60]", Not-in-family, Some-college, White, Female,"(40, 50]", >50K,1
"(55, 60]", Not-in-family, Some-college, White, Female,"(50, 60]", <=50K,1
"(55, 60]", Not-in-family, Some-college, White, Male,"(10, 20]", <=50K,1
"(55, 60]", Not-in-family, Some-college, White, Male,"(20, 30]", <=50K,1
"(55, 60]", Not-in-family, Some-college, White, Male,"(30, 40]", <=50K,10
"(55, 60]", Not-in-family, Some-college, White, Male,"(30, 40]", >50K,2
"(55, 60]", Not-in-family, Some-college, White, Male,"(40, 50]", <=50K,3
"(55, 60]", Not-in-family, Some-college, White, Male,"(40, 50]", >50K,2
"(55, 60]", Not-in-family, Some-college, White, Male,"(50, 60]", <=50K,2
"(55, 60]", Not-in-family, Some-college, White, Male,"(50, 60]", >50K,1
"(55, 60]", Other-relative, 12th, Black, Male,"(30, 40]", <=50K,1
"(55, 60]", Other-relative, 12th, White, Male,"(30, 40]", <=50K,1
"(55, 60]", Other-relative, 7th-8th, White, Female,"(0, 10]", <=50K,1
"(55, 60]", Other-relative, 7th-8th, White, Male,"(30, 40]", <=50K,1
"(55, 60]", Other-relative, HS-grad, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,1
"(55, 60]", Other-relative, HS-grad, Black, Female,"(30, 40]", <=50K,3
"(55, 60]", Other-relative, HS-grad, White, Female,"(20, 30]", <=50K,1
"(55, 60]", Other-relative, HS-grad, White, Female,"(30, 40]", <=50K,4
"(55, 60]", Other-relative, HS-grad, White, Male,"(20, 30]", <=50K,1
"(55, 60]", Other-relative, HS-grad, White, Male,"(30, 40]", <=50K,1
"(55, 60]", Other-relative, Masters, Black, Male,"(30, 40]", <=50K,1
"(55, 60]", Other-relative, Some-college, White, Female,"(0, 10]", <=50K,1
"(55, 60]", Other-relative, Some-college, White, Female,"(10, 20]", >50K,1
"(55, 60]", Other-relative, Some-college, White, Male,"(20, 30]", <=50K,1
"(55, 60]", Other-relative, Some-college, White, Male,"(30, 40]", <=50K,1
"(55, 60]", Own-child, 10th, White, Male,"(30, 40]", <=50K,1
"(55, 60]", Own-child, 10th, White, Male,"(50, 60]", >50K,1
"(55, 60]", Own-child, 7th-8th, Black, Female,"(30, 40]", <=50K,1
"(55, 60]", Own-child, 7th-8th, White, Female,"(20, 30]", <=50K,1
"(55, 60]", Own-child, 7th-8th, White, Male,"(30, 40]", <=50K,1
"(55, 60]", Own-child, Bachelors, White, Female,"(10, 20]", <=50K,1
"(55, 60]", Own-child, Bachelors, White, Male,"(50, 60]", <=50K,1
"(55, 60]", Own-child, Bachelors, White, Male,"(70, 80]", <=50K,1
"(55, 60]", Own-child, HS-grad, Black, Male,"(30, 40]", <=50K,1
"(55, 60]", Own-child, HS-grad, White, Female,"(20, 30]", <=50K,1
"(55, 60]", Own-child, HS-grad, White, Female,"(30, 40]", <=50K,2
"(55, 60]", Own-child, HS-grad, White, Male,"(20, 30]", <=50K,1
"(55, 60]", Own-child, HS-grad, White, Male,"(30, 40]", <=50K,1
"(55, 60]", Own-child, Some-college, Black, Female,"(30, 40]", <=50K,1
"(55, 60]", Own-child, Some-college, Black, Male,"(30, 40]", <=50K,1
"(55, 60]", Own-child, Some-college, White, Female,"(30, 40]", <=50K,1
"(55, 60]", Own-child, Some-college, White, Male,"(30, 40]", <=50K,1
"(55, 60]", Own-child, Some-college, White, Male,"(40, 50]", >50K,1
"(55, 60]", Unmarried, 10th, Black, Female,"(20, 30]", <=50K,1
"(55, 60]", Unmarried, 10th, Black, Female,"(30, 40]", <=50K,2
"(55, 60]", Unmarried, 10th, Black, Female,"(40, 50]", <=50K,1
"(55, 60]", Unmarried, 10th, White, Female,"(30, 40]", <=50K,3
"(55, 60]", Unmarried, 10th, White, Female,"(40, 50]", >50K,1
"(55, 60]", Unmarried, 11th, Black, Male,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, 11th, White, Female,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, 12th, Black, Female,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, 12th, White, Female,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, 1st-4th, Black, Male,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, 1st-4th, White, Male,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, 5th-6th, White, Female,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, 5th-6th, White, Male,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, 7th-8th, Black, Female,"(10, 20]", <=50K,2
"(55, 60]", Unmarried, 7th-8th, Black, Female,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, 7th-8th, White, Female,"(30, 40]", <=50K,2
"(55, 60]", Unmarried, 7th-8th, White, Male,"(30, 40]", <=50K,2
"(55, 60]", Unmarried, 7th-8th, White, Male,"(70, 80]", <=50K,1
"(55, 60]", Unmarried, 9th, Black, Female,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, 9th, White, Female,"(30, 40]", <=50K,4
"(55, 60]", Unmarried, Assoc-acdm, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, Assoc-acdm, White, Female,"(30, 40]", <=50K,2
"(55, 60]", Unmarried, Assoc-voc, Asian-Pac-Islander, Female,"(30, 40]", >50K,1
"(55, 60]", Unmarried, Assoc-voc, White, Female,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, Assoc-voc, White, Male,"(30, 40]", >50K,2
"(55, 60]", Unmarried, Bachelors, White, Female,"(30, 40]", <=50K,5
"(55, 60]", Unmarried, Bachelors, White, Female,"(50, 60]", <=50K,1
"(55, 60]", Unmarried, Bachelors, White, Female,"(50, 60]", >50K,1
"(55, 60]", Unmarried, Bachelors, White, Male,"(30, 40]", >50K,2
"(55, 60]", Unmarried, Bachelors, White, Male,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, Bachelors, White, Male,"(50, 60]", <=50K,1
"(55, 60]", Unmarried, Doctorate, White, Female,"(40, 50]", <=50K,1
"(55, 60]", Unmarried, Doctorate, White, Male,"(40, 50]", >50K,1
"(55, 60]", Unmarried, HS-grad, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, HS-grad, Amer-Indian-Eskimo, Male,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, HS-grad, Asian-Pac-Islander, Female,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, HS-grad, Black, Female,"(10, 20]", <=50K,2
"(55, 60]", Unmarried, HS-grad, Black, Female,"(30, 40]", <=50K,7
"(55, 60]", Unmarried, HS-grad, Black, Male,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, HS-grad, White, Female,"(0, 10]", <=50K,1
"(55, 60]", Unmarried, HS-grad, White, Female,"(10, 20]", <=50K,1
"(55, 60]", Unmarried, HS-grad, White, Female,"(20, 30]", <=50K,4
"(55, 60]", Unmarried, HS-grad, White, Female,"(30, 40]", <=50K,30
"(55, 60]", Unmarried, HS-grad, White, Female,"(30, 40]", >50K,2
"(55, 60]", Unmarried, HS-grad, White, Female,"(40, 50]", <=50K,4
"(55, 60]", Unmarried, HS-grad, White, Female,"(50, 60]", <=50K,1
"(55, 60]", Unmarried, HS-grad, White, Female,"(60, 70]", <=50K,1
"(55, 60]", Unmarried, HS-grad, White, Male,"(30, 40]", <=50K,6
"(55, 60]", Unmarried, HS-grad, White, Male,"(40, 50]", <=50K,2
"(55, 60]", Unmarried, HS-grad, White, Male,"(40, 50]", >50K,1
"(55, 60]", Unmarried, HS-grad, White, Male,"(50, 60]", >50K,1
"(55, 60]", Unmarried, Masters, Black, Female,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, Masters, White, Female,"(0, 10]", <=50K,1
"(55, 60]", Unmarried, Masters, White, Female,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, Masters, White, Female,"(50, 60]", >50K,2
"(55, 60]", Unmarried, Masters, White, Female,"(50, 60]", <=50K,1
"(55, 60]", Unmarried, Masters, White, Male,"(30, 40]", >50K,2
"(55, 60]", Unmarried, Prof-school, White, Male,"(40, 50]", <=50K,1
"(55, 60]", Unmarried, Some-college, Amer-Indian-Eskimo, Female,"(30, 40]", <=50K,1
"(55, 60]", Unmarried, Some-college, Black, Female,"(30, 40]", <=50K,3
"(55, 60]", Unmarried, Some-college, White, Female,"(20, 30]", <=50K,1
"(55, 60]", Unmarried, Some-college, White, Female,"(30, 40]", <=50K,8
"(55, 60]", Unmarried, Some-college, White, Female,"(30, 40]", >50K,1
"(55, 60]", Unmarried, Some-college, White, Female,"(40, 50]", <=50K,2
"(55, 60]", Unmarried, Some-college, White, Male,"(30, 40]", <=50K,3
"(55, 60]", Unmarried, Some-college, White, Male,"(30, 40]", >50K,1
"(55, 60]", Unmarried, Some-college, White, Male,"(40, 50]", <=50K,1
"(55, 60]", Wife, 10th, White, Female,"(0, 10]", <=50K,1
"(55, 60]", Wife, 10th, White, Female,"(30, 40]", <=50K,2
"(55, 60]", Wife, 11th, White, Female,"(20, 30]", <=50K,1
"(55, 60]", Wife, 11th, White, Female,"(30, 40]", <=50K,1
"(55, 60]", Wife, 12th, White, Female,"(20, 30]", <=50K,1
"(55, 60]", Wife, 7th-8th, White, Female,"(30, 40]", <=50K,2
"(55, 60]", Wife, 7th-8th, White, Female,"(40, 50]", <=50K,1
"(55, 60]", Wife, 7th-8th, White, Female,"(90, 100]", <=50K,1
"(55, 60]", Wife, Assoc-acdm, White, Female,"(30, 40]", <=50K,1
"(55, 60]", Wife, Bachelors, White, Female,"(10, 20]", >50K,1
"(55, 60]", Wife, Bachelors, White, Female,"(20, 30]", <=50K,1
"(55, 60]", Wife, Bachelors, White, Female,"(20, 30]", >50K,1
"(55, 60]", Wife, Bachelors, White, Female,"(30, 40]", >50K,3
"(55, 60]", Wife, Bachelors, White, Female,"(30, 40]", <=50K,2
"(55, 60]", Wife, Bachelors, White, Female,"(40, 50]", >50K,2
"(55, 60]", Wife, HS-grad, Black, Female,"(40, 50]", <=50K,1
"(55, 60]", Wife, HS-grad, White, Female,"(0, 10]", <=50K,2
"(55, 60]", Wife, HS-grad, White, Female,"(0, 10]", >50K,1
"(55, 60]", Wife, HS-grad, White, Female,"(10, 20]", >50K,3
"(55, 60]", Wife, HS-grad, White, Female,"(10, 20]", <=50K,1
"(55, 60]", Wife, HS-grad, White, Female,"(20, 30]", <=50K,1
"(55, 60]", Wife, HS-grad, White, Female,"(30, 40]", <=50K,9
"(55, 60]", Wife, HS-grad, White, Female,"(30, 40]", >50K,7
"(55, 60]", Wife, HS-grad, White, Female,"(40, 50]", <=50K,1
"(55, 60]", Wife, Masters, Black, Female,"(30, 40]", >50K,1
"(55, 60]", Wife, Masters, White, Female,"(30, 40]", >50K,2
"(55, 60]", Wife, Masters, White, Female,"(40, 50]", <=50K,1
"(55, 60]", Wife, Prof-school, White, Female,"(30, 40]", >50K,1
"(55, 60]", Wife, Some-college, Black, Female,"(50, 60]", <=50K,1
"(55, 60]", Wife, Some-college, White, Female,"(10, 20]", <=50K,1
"(55, 60]", Wife, Some-college, White, Female,"(20, 30]", <=50K,1
"(55, 60]", Wife, Some-college, White, Female,"(20, 30]", >50K,1
"(55, 60]", Wife, Some-college, White, Female,"(30, 40]", >50K,4
"(55, 60]", Wife, Some-college, White, Female,"(30, 40]", <=50K,3
"(55, 60]", Wife, Some-college, White, Female,"(40, 50]", >50K,2
"(55, 60]", Wife, Some-college, White, Female,"(50, 60]", <=50K,1
"(55, 60]", Wife, Some-college, White, Female,"(70, 80]", >50K,1
"(60, 65]", Husband, 10th, Black, Male,"(30, 40]", <=50K,3
"(60, 65]", Husband, 10th, White, Male,"(0, 10]", >50K,1
"(60, 65]", Husband, 10th, White, Male,"(20, 30]", >50K,1
"(60, 65]", Husband, 10th, White, Male,"(30, 40]", <=50K,11
"(60, 65]", Husband, 10th, White, Male,"(30, 40]", >50K,2
"(60, 65]", Husband, 10th, White, Male,"(40, 50]", <=50K,3
"(60, 65]", Husband, 10th, White, Male,"(40, 50]", >50K,1
"(60, 65]", Husband, 10th, White, Male,"(50, 60]", <=50K,1
"(60, 65]", Husband, 11th, Black, Male,"(30, 40]", >50K,1
"(60, 65]", Husband, 11th, White, Male,"(10, 20]", <=50K,3
"(60, 65]", Husband, 11th, White, Male,"(20, 30]", <=50K,2
"(60, 65]", Husband, 11th, White, Male,"(30, 40]", <=50K,6
"(60, 65]", Husband, 11th, White, Male,"(30, 40]", >50K,3
"(60, 65]", Husband, 11th, White, Male,"(40, 50]", <=50K,1
"(60, 65]", Husband, 12th, White, Male,"(30, 40]", <=50K,2
"(60, 65]", Husband, 12th, White, Male,"(30, 40]", >50K,2
"(60, 65]", Husband, 1st-4th, White, Male,"(10, 20]", <=50K,2
"(60, 65]", Husband, 5th-6th, Asian-Pac-Islander, Male,"(30, 40]", <=50K,1
"(60, 65]", Husband, 5th-6th, White, Male,"(20, 30]", <=50K,2
"(60, 65]", Husband, 5th-6th, White, Male,"(30, 40]", <=50K,1
"(60, 65]", Husband, 5th-6th, White, Male,"(40, 50]", <=50K,1
"(60, 65]", Husband, 7th-8th, Black, Male,"(30, 40]", <=50K,3
"(60, 65]", Husband, 7th-8th, White, Male,"(0, 10]", <=50K,3
"(60, 65]", Husband, 7th-8th, White, Male,"(10, 20]", <=50K,3
"(60, 65]", Husband, 7th-8th, White, Male,"(20, 30]", <=50K,3
"(60, 65]", Husband, 7th-8th, White, Male,"(20, 30]", >50K,1
"(60, 65]", Husband, 7th-8th, White, Male,"(30, 40]", <=50K,17
"(60, 65]", Husband, 7th-8th, White, Male,"(30, 40]", >50K,1
"(60, 65]", Husband, 7th-8th, White, Male,"(40, 50]", <=50K,1
"(60, 65]", Husband, 7th-8th, White, Male,"(40, 50]", >50K,1
"(60, 65]", Husband, 7th-8th, White, Male,"(50, 60]", <=50K,4
"(60, 65]", Husband, 7th-8th, White, Male,"(50, 60]", >50K,3
"(60, 65]", Husband, 7th-8th, White, Male,"(90, 100]", <=50K,1
"(60, 65]", Husband, 9th, Black, Male,"(30, 40]", <=50K,1
"(60, 65]", Husband, 9th, Black, Male,"(40, 50]", <=50K,1
"(60, 65]", Husband, 9th, White, Male,"(10, 20]", <=50K,1
"(60, 65]", Husband, 9th, White, Male,"(30, 40]", <=50K,8
"(60, 65]", Husband, 9th, White, Male,"(40, 50]", <=50K,1
"(60, 65]", Husband, 9th, White, Male,"(50, 60]", >50K,1
"(60, 65]", Husband, Assoc-acdm, Asian-Pac-Islander, Male,"(30, 40]", >50K,1
"(60, 65]", Husband, Assoc-acdm, White, Male,"(30, 40]", >50K,2
"(60, 65]", Husband, Assoc-acdm, White, Male,"(30, 40]", <=50K,1
"(60, 65]", Husband, Assoc-acdm, White, Male,"(40, 50]", <=50K,2
"(60, 65]", Husband, Assoc-acdm, White, Male,"(40, 50]", >50K,2
"(60, 65]", Husband, Assoc-voc, Asian-Pac-Islander, Male,"(30, 40]", >50K,1
"(60, 65]", Husband, Assoc-voc, White, Male,"(0, 10]", <=50K,1
"(60, 65]", Husband, Assoc-voc, White, Male,"(10, 20]", <=50K,2
"(60, 65]", Husband, Assoc-voc, White, Male,"(20, 30]", <=50K,2
"(60, 65]", Husband, Assoc-voc, White, Male,"(30, 40]", >50K,4
"(60, 65]", Husband, Assoc-voc, White, Male,"(30, 40]", <=50K,2
"(60, 65]", Husband, Assoc-voc, White, Male,"(40, 50]", <=50K,3
"(60, 65]", Husband, Assoc-voc, White, Male,"(40, 50]", >50K,2
"(60, 65]", Husband, Assoc-voc, White, Male,"(50, 60]", <=50K,2
"(60, 65]", Husband, Assoc-voc, White, Male,"(50, 60]", >50K,1
"(60, 65]", Husband, Bachelors, White, Male,"(0, 10]", <=50K,2
"(60, 65]", Husband, Bachelors, White, Male,"(10, 20]", <=50K,6
"(60, 65]", Husband, Bachelors, White, Male,"(10, 20]", >50K,3
"(60, 65]", Husband, Bachelors, White, Male,"(20, 30]", >50K,2
"(60, 65]", Husband, Bachelors, White, Male,"(30, 40]", >50K,20
"(60, 65]", Husband, Bachelors, White, Male,"(30, 40]", <=50K,17
"(60, 65]", Husband, Bachelors, White, Male,"(40, 50]", >50K,14
"(60, 65]", Husband, Bachelors, White, Male,"(40, 50]", <=50K,2
"(60, 65]", Husband, Bachelors, White, Male,"(50, 60]", >50K,7
"(60, 65]", Husband, Bachelors, White, Male,"(50, 60]", <=50K,2
"(60, 65]", Husband, Bachelors, White, Male,"(60, 70]", >50K,1
"(60, 65]", Husband, Doctorate, White, Male,"(20, 30]", >50K,1
"(60, 65]", Husband, Doctorate, White, Male,"(30, 40]", >50K,5
"(60, 65]", Husband, Doctorate, White, Male,"(30, 40]", <=50K,1
"(60, 65]", Husband, Doctorate, White, Male,"(40, 50]", >50K,2
"(60, 65]", Husband, Doctorate, White, Male,"(50, 60]", >50K,3
"(60, 65]", Husband, HS-grad, Asian-Pac-Islander, Male,"(30, 40]", >50K,1
